src,relation,dst,extra_json
stateread:spank_chain_payment.LCOpenTimeout.9.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 9, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.LCOpenTimeout.9""}"
stateread:spank_chain_payment.LCOpenTimeout.9.3,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 9, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.LCOpenTimeout.9""}"
stateread:spank_chain_payment.LCOpenTimeout.10.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 10, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.LCOpenTimeout.10""}"
require:spank_chain_payment.joinChannel.1.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.1""}"
stateread:spank_chain_payment.joinChannel.1.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.1""}"
require:spank_chain_payment.joinChannel.2.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.2""}"
stateread:spank_chain_payment.joinChannel.2.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.2""}"
stmt:spank_chain_payment.joinChannel.5,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 5, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.5""}"
stateread:spank_chain_payment.joinChannel.5.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 5, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.5""}"
stmt:spank_chain_payment.joinChannel.8,callsExternal,externalcall:spank_chain_payment.joinChannel.8,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""call_kind"": ""HIGH_LEVEL_CALL"", ""dest"": ""REF_141(HumanStandardToken)"", ""function"": ""transferFrom"", ""value"": """", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.8""}"
stmt:spank_chain_payment.joinChannel.8,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.8""}"
stateread:spank_chain_payment.joinChannel.8.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.8""}"
stmt:spank_chain_payment.joinChannel.9,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 9, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.9""}"
stateread:spank_chain_payment.joinChannel.9.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 9, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.9""}"
statewrite:spank_chain_payment.joinChannel.11,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 11, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.11""}"
stateread:spank_chain_payment.joinChannel.11.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 11, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.11""}"
statewrite:spank_chain_payment.joinChannel.12,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 12, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.12""}"
stateread:spank_chain_payment.joinChannel.12.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 12, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.12""}"
stateread:spank_chain_payment.joinChannel.13.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 13, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.joinChannel.13""}"
require:spank_chain_payment.deposit.1.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.1""}"
stateread:spank_chain_payment.deposit.1.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.1""}"
require:spank_chain_payment.deposit.2.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.2""}"
stateread:spank_chain_payment.deposit.2.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.2""}"
stateread:spank_chain_payment.deposit.2.3,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.2""}"
require:spank_chain_payment.deposit.3.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 3, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.3""}"
stateread:spank_chain_payment.deposit.3.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 3, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.3""}"
call:spank_chain_payment.deposit.5.1,callsExternal,externalcall:spank_chain_payment.deposit.5,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 5, ""call_kind"": ""HIGH_LEVEL_CALL"", ""dest"": ""REF_172(HumanStandardToken)"", ""function"": ""transferFrom"", ""value"": """", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.5""}"
stmt:spank_chain_payment.deposit.5,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 5, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.5""}"
stateread:spank_chain_payment.deposit.5.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 5, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.5""}"
statewrite:spank_chain_payment.deposit.6,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 6, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.6""}"
stateread:spank_chain_payment.deposit.6.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 6, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.6""}"
statewrite:spank_chain_payment.deposit.8,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.8""}"
stateread:spank_chain_payment.deposit.8.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.8""}"
stateread:spank_chain_payment.deposit.11.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 11, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.11""}"
stateread:spank_chain_payment.deposit.13.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 13, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.13""}"
statewrite:spank_chain_payment.deposit.14,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 14, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.14""}"
stateread:spank_chain_payment.deposit.14.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 14, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.14""}"
statewrite:spank_chain_payment.deposit.16,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 16, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.16""}"
stateread:spank_chain_payment.deposit.16.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 16, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.deposit.16""}"
require:spank_chain_payment.consensusCloseChannel.1.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.1""}"
stateread:spank_chain_payment.consensusCloseChannel.1.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.1""}"
stmt:spank_chain_payment.consensusCloseChannel.2,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.2""}"
stateread:spank_chain_payment.consensusCloseChannel.2.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.2""}"
stateread:spank_chain_payment.consensusCloseChannel.2.3,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.2""}"
stateread:spank_chain_payment.consensusCloseChannel.2.5,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.2""}"
stmt:spank_chain_payment.consensusCloseChannel.3,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 3, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.3""}"
stateread:spank_chain_payment.consensusCloseChannel.3.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 3, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.3""}"
stateread:spank_chain_payment.consensusCloseChannel.3.3,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 3, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.3""}"
stateread:spank_chain_payment.consensusCloseChannel.3.5,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 3, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.3""}"
stmt:spank_chain_payment.consensusCloseChannel.6,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 6, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.6""}"
stateread:spank_chain_payment.consensusCloseChannel.6.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 6, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.6""}"
stateread:spank_chain_payment.consensusCloseChannel.6.3,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 6, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.6""}"
require:spank_chain_payment.consensusCloseChannel.7.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 7, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.7""}"
stateread:spank_chain_payment.consensusCloseChannel.7.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 7, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.7""}"
require:spank_chain_payment.consensusCloseChannel.8.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.8""}"
stateread:spank_chain_payment.consensusCloseChannel.8.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.8""}"
stmt:spank_chain_payment.consensusCloseChannel.9,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 9, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.9""}"
stateread:spank_chain_payment.consensusCloseChannel.9.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 9, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.9""}"
require:spank_chain_payment.consensusCloseChannel.11.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 11, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.11""}"
stateread:spank_chain_payment.consensusCloseChannel.11.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 11, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.11""}"
stmt:spank_chain_payment.consensusCloseChannel.12,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 12, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.12""}"
stateread:spank_chain_payment.consensusCloseChannel.12.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 12, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.12""}"
stateread:spank_chain_payment.consensusCloseChannel.15.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 15, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.15""}"
stateread:spank_chain_payment.consensusCloseChannel.15.2,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 15, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.15""}"
stateread:spank_chain_payment.consensusCloseChannel.16.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 16, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.16""}"
stateread:spank_chain_payment.consensusCloseChannel.16.2,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 16, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.consensusCloseChannel.16""}"
stmt:spank_chain_payment.updateLCstate.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.updateLCstate.1""}"
